"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1935297776595911148","Wed Jun 18 11:25:20 +0000 2025","1","Presiden Prabowo Gagas diplomasi Dini untuk Haji 2026 #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/xKt8mZPAhg","1935297776595911148","https://pbs.twimg.com/media/GtuPEVpWEAAriY-.jpg","","in","","0","1","0","https://x.com/undefined/status/1935297776595911148","1435790843051266051",
"1935296723016106426","Wed Jun 18 11:21:09 +0000 2025","4","Sinergi kuat Indonesia Singapura untuk masa depan #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/LfcSuqXmLW","1935296723016106426","https://pbs.twimg.com/ext_tw_video_thumb/1935296635963097088/pu/img/fNtJCo-v4BkcSDJj.jpg","","in","","0","0","0","https://x.com/undefined/status/1935296723016106426","1702568721003446272",
"1935252271421604016","Wed Jun 18 11:16:31 +0000 2025","0","@GNFI Ini berita hoax guys......Please jangan sampai ini viral. Haruskah kita belajar dari #SaveRajaAmpat lagi. Please cukup sekali aja.","1935295555426812068","","GNFI","in","","0","0","0","https://x.com/undefined/status/1935295555426812068","760381116",
"1935293126614335781","Wed Jun 18 11:06:52 +0000 2025","0","Main di Holyslots88 tuh kayak ketawa sambil kaya. Gokil banget kan? https: //holysplay. com (hapus spasi) #holyslots88 #promoholyslots88 #viralindo #saverajaampat #slotgacor88 #gacorbanget #tambangindo","1935293126614335781","","","in","","0","0","0","https://x.com/undefined/status/1935293126614335781","759797033213370368",
"1935291426063139326","Wed Jun 18 11:00:06 +0000 2025","0","1989 - Perubahan nama Birma menjadi Myanmar oleh pemerintahan junta militer Birma. #TodayHistory #SaveRajaAmpat #IndonesiaEmas","1935291426063139326","","","in","","0","0","0","https://x.com/undefined/status/1935291426063139326","1872885865955115011",
"1935291424196673966","Wed Jun 18 11:00:06 +0000 2025","0","1812 - Amerika Serikat menyatakan perang terhadap Inggris. #TodayHistory #SaveRajaAmpat #IndonesiaEmas","1935291424196673966","","","in","","0","0","0","https://x.com/undefined/status/1935291424196673966","1887366975334326277",
"1935287335517896973","Wed Jun 18 10:43:54 +0000 2025","0","Sudah selayaknya Raja Ampat terbebas dari segala bentuk aktivitas pertambangan. Potensi krisis ekologi yang mengancam ini harus segera dihentikan. #saverajaampat #rajaampat #tambangnikel","1935287349723975876","","ISAFIS_official","in","","0","0","0","https://x.com/undefined/status/1935287349723975876","83283943",
"1935287335517896973","Wed Jun 18 10:43:51 +0000 2025","2","Benarkah #SaveRajaAmpat sudah selesai? BELUM! MASIH JAUH DARI KATA SELESAI! ️: Tapi kan pemerintah udah cabut izin tambang 4 perusahaan. BACA SAMPAI HABIS YAA!","1935287335517896973","","","in","","0","1","1","https://x.com/undefined/status/1935287335517896973","83283943",
"1935278559767183621","Wed Jun 18 10:08:59 +0000 2025","0","Daripada kirim pelajar atau anak nakal ke barak sepertinya ada orang-orang yang lebih pantas untuk ditertibkan #HAMdanLingkungan #Barak #KDM #DediMulyadi #SaveRajaAmpat #TenagaKerja https://t.co/wyDDGeTtpc","1935278559767183621","https://pbs.twimg.com/media/Gtt9hUMW8AA11S4.jpg","","in","","0","1","0","https://x.com/undefined/status/1935278559767183621","378955292",
"1935276324752646504","Wed Jun 18 10:00:06 +0000 2025","1","Ini pengembara bantingan egoisme Hawa Berteriak sepanjang lorong mengemis pelepasan Dan pelepasan peretas perderetan ini peternakan Setan ! dia telampau besar Dimahalkan hilangnya kebiasaan menimang anak tubuhnya - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935276324752646504","","","in","","0","0","0","https://x.com/undefined/status/1935276324752646504","1872885865955115011",
"1935246119799537669","Wed Jun 18 08:00:04 +0000 2025","0","Yang tak berdarah mati. Yang kekurangan darah lemah. Hanya yang berlumuran darah saja perkasa. Ada adinda dengar? Perkasa! Dan hanya si lemah berkubang dalam air matanya sendiri. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935246119799537669","","","in","","0","0","0","https://x.com/undefined/status/1935246119799537669","1891685698157281282",
"1935246115127050470","Wed Jun 18 08:00:03 +0000 2025","1","Aku tak bisa pulang lagi Ayah kuda ini telah menambatkan hatiku di pelananya - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935246115127050470","","","in","","0","0","0","https://x.com/undefined/status/1935246115127050470","1897487771230724101",
"1935238518068101600","Wed Jun 18 07:29:52 +0000 2025","0","#SaveRajaAmpat otw min","1935238518068101600","","","pl","","0","0","0","https://x.com/undefined/status/1935238518068101600","2346312793",
"1935236869891170579","Wed Jun 18 07:23:19 +0000 2025","5","BURT DPR RIpastikan pelayanan protokol ditandatangani Soekarno Hatta optimal #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/fSjYvF8QqS","1935236869891170579","https://pbs.twimg.com/ext_tw_video_thumb/1935236673354313728/pu/img/CxZoLgut8ekGJ8Fn.jpg","","in","","0","0","0","https://x.com/undefined/status/1935236869891170579","1702568721003446272",
"1935233349674803215","Wed Jun 18 07:09:20 +0000 2025","0","Pak @SBYudhoyono sebelum #SaveRajaAmpat tak terlihat lagi keindahannya boleh ga Bapak lukis betapa indahnya #SaveRajaAmpat itu? saya belum pernah kesana Pak dan jikalau saya kesana saya yakin keindahannya sudah tak sama lagi.","1935233349674803215","","","in","","0","0","0","https://x.com/undefined/status/1935233349674803215","1927568458750783488",
"1935231026294571092","Wed Jun 18 07:00:06 +0000 2025","1","Setiap permulaan memang sulit. Dengan memulai setengah pekerjaan sudah selesai kata pepatah. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935231026294571092","","","in","","0","0","0","https://x.com/undefined/status/1935231026294571092","1872885865955115011",
"1935231022234542274","Wed Jun 18 07:00:05 +0000 2025","0","Dan dengan langkah berat pergilah aku meninggalkan rumahsakit itu; rumah tempat orang yang tak bebas mempergunakan tubuh dan hidupnya sendiri. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935231022234542274","","","in","","0","0","0","https://x.com/undefined/status/1935231022234542274","1891685698157281282",
"1935171808766124416","Wed Jun 18 06:39:28 +0000 2025","0","@tigerleo90 Orang indo teriak #SaveRajaAmpat tapi saham tambangnya dibeli. Hypocrisy much","1935225834262106541","","tigerleo90","in","","0","1","0","https://x.com/undefined/status/1935225834262106541","248085792",
"1933942229196062807","Wed Jun 18 06:07:38 +0000 2025","2","@susie40339 #SaveRajaAmpat #iStandbyPapua","1935217825360265451","","susie40339","qme","","0","0","1","https://x.com/undefined/status/1935217825360265451","1864781185165201408",
"1933942229196062807","Wed Jun 18 06:05:48 +0000 2025","1","@HarryPattyRM00 #SaveRajaAmpat #SavePapua","1935217363189932430","","HarryPattyRM00","qme","","0","1","1","https://x.com/undefined/status/1935217363189932430","1882786182796644352",
"1935215924002607447","Wed Jun 18 06:00:05 +0000 2025","0","Setiap kerusuhan di sesuatu negeri bukan hanya Tumampel adalah cerminan dari ketidakmampuan yang memerintah. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935215924002607447","","","in","","0","0","0","https://x.com/undefined/status/1935215924002607447","1887366975334326277",
"1935213753857085662","Wed Jun 18 05:51:28 +0000 2025","0","Bro @galonberkahh Minta tlg tutorial video klarifikasi #saverajaampat","1935213753857085662","","","in","","0","0","0","https://x.com/undefined/status/1935213753857085662","458211491",
"1935208958719050164","Wed Jun 18 05:32:24 +0000 2025","0","Raja Ampat yang selama ini dikenal sebagai simbol megabiodiversitas laut dunia dengan lebih dari 500 spesies karang dan ribuan jenis ikan tengah menghadapi ironi pahit. #SaveRajaAmpat #SavePulauGag #AktivisLingkungan #TilakTambangNikel https://t.co/3diamaHDFi","1935208958719050164","","","in","","0","0","0","https://x.com/undefined/status/1935208958719050164","796595577953853440",
"1935207569376878775","Wed Jun 18 05:26:53 +0000 2025","3","Ucapan terimakasih Gubernu Aceh untuk Presiden Prabowo 🇲🇨 #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/69LxOMwF9e","1935207569376878775","https://pbs.twimg.com/ext_tw_video_thumb/1935207398849028096/pu/img/RFpl1YN3HSJqqai8.jpg","","in","","0","0","0","https://x.com/undefined/status/1935207569376878775","1435790843051266051",
"1935202707079577646","Wed Jun 18 05:07:34 +0000 2025","0","#MantuMulyono Membuat #IndonesiaGelap Semakin Gelap Belakangan ini... Apalagi diperparah dengan Kasus Besar Warisan Rejim #Mulyono yang baru mulai terungkap : #AcehSingkil #SaveRajaAmpat #Korupsi #ProJudiOnline #BahlilPenipu ##FufuFafa","1935202707079577646","","","in","","0","0","0","https://x.com/undefined/status/1935202707079577646","235603132",
"1935200832095666507","Wed Jun 18 05:00:07 +0000 2025","0","Tahukah Kamu ? ... bahwa putri-putri Tsar Nikolai II dan Tsarina Aleksandra Nikolaevna dapat dipanggil dengan singkatan huruf pertama dari nama pertama mereka? #SaveRajaAmpat #IndonesiaEmas","1935200832095666507","","","in","","0","0","0","https://x.com/undefined/status/1935200832095666507","1887366975334326277",
"1935200829906305475","Wed Jun 18 05:00:06 +0000 2025","0","Tahukah Kamu ? ... bahwa Perang Utsmaniyah-Venesia IV adalah perang antara Kesultanan Utsmaniyah dan Republik Venesia yang berlangsung dari tahun 1570 sampai tahun 1573? #SaveRajaAmpat #IndonesiaEmas","1935200829906305475","","","in","","0","0","0","https://x.com/undefined/status/1935200829906305475","1891312552816287744",
"1935200821672853547","Wed Jun 18 05:00:04 +0000 2025","0","Tahukah Kamu ? ... bahwa Perang Utsmaniyah-Venesia IV adalah perang antara Kesultanan Utsmaniyah dan Republik Venesia yang berlangsung dari tahun 1570 sampai tahun 1573? #SaveRajaAmpat #IndonesiaEmas","1935200821672853547","","","in","","0","0","0","https://x.com/undefined/status/1935200821672853547","1897487771230724101",
"1935198614323872161","Wed Jun 18 04:51:18 +0000 2025","0","I cant decide what i need to finish I really want : 1. countries in swimsuit/tankini 2. Seato tanpa busana 3. Eyes design practice 4. Seato tanpa busana 5. Tweening practice 6. Prabowo make Indo Bald #saverajaampat 7. Seato tanpa busana 7 heavenly virtue 7 unchoice list","1935198614323872161","","","en","","0","0","0","https://x.com/undefined/status/1935198614323872161","1909972838515392512",
"1932233265613881609","Wed Jun 18 04:47:53 +0000 2025","0","@ulil Nabi aja ga membenarkan kerusakan lingkungan lahh ini malah ngedukung hhaha PBNU = Pengurus Besar Nambang United. mulai sekranag jgn ada lagi yang percaya gus gus an #SaveRajaAmpat","1935197753505943884","","ulil","in","","0","0","0","https://x.com/undefined/status/1935197753505943884","1585375616668663808",
"1935193896851845520","Wed Jun 18 04:32:34 +0000 2025","0","Simak artikel selengkapnya di https://t.co/neTvdIRF72 #SaveRajaAmpat #StopTambangNikel #LingkunganHidup #PapuaBersuara #Jakicon","1935193900152692844","","jak_icon","in","","0","0","0","https://x.com/undefined/status/1935193900152692844","1833777176967299072",
"1935189116146303138","Wed Jun 18 04:13:34 +0000 2025","4","Presiden Prabowo ambil alih ! 4 pulau sengketa resmi jadi milik Aceh #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/Gce1o0Vv65","1935189116146303138","https://pbs.twimg.com/ext_tw_video_thumb/1935189009418043395/pu/img/CddWrWmb3udQwjVl.jpg","","in","","0","0","0","https://x.com/undefined/status/1935189116146303138","1435790843051266051",
"1935185745947541689","Wed Jun 18 04:00:10 +0000 2025","1","Karena kau menulis. Suaramu takkan padam ditelan angin akan abadi sampai jauh jauh di kemudian hari. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935185745947541689","","","in","","0","0","0","https://x.com/undefined/status/1935185745947541689","1872885865955115011",
"1935185744500572628","Wed Jun 18 04:00:10 +0000 2025","0","Dunia luar tak ada yang tahu tentang mereka tak ada yang memperhatikan nasib mereka. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935185744500572628","","","in","","0","0","0","https://x.com/undefined/status/1935185744500572628","1887366975334326277",
"1935185742969631082","Wed Jun 18 04:00:09 +0000 2025","1","Kau terpelajar Minke. Seorang terpelajar harus juga belajar berlaku adil sudah sejak dalam pikiran apalagi dalam perbuatan. Itulah memang arti terpelajar itu. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935185742969631082","","","in","","0","0","0","https://x.com/undefined/status/1935185742969631082","1891312552816287744",
"1935185737210794251","Wed Jun 18 04:00:08 +0000 2025","1","Di dunia ini Ara hanya sedikit saja orang yang penting - Mardjohan. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935185737210794251","","","in","","0","0","0","https://x.com/undefined/status/1935185737210794251","1897487771230724101",
"1935185217926652127","Wed Jun 18 03:58:04 +0000 2025","5","Terimakasih Presidenku....🇲🇨🇲🇨 #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/pBk43CUOne","1935185217926652127","https://pbs.twimg.com/ext_tw_video_thumb/1935184961562361863/pu/img/hPtcNBU0gKGaP5iP.jpg","","in","","0","0","0","https://x.com/undefined/status/1935185217926652127","1702568721003446272",
"1935184368185794708","Wed Jun 18 03:54:43 +0000 2025","0","#laporJPIK #JPIK #SaveRajaAmpat #TambangNikel #Greenwashing https://t.co/JqoATi3k0J","1935184373659455941","https://pbs.twimg.com/media/Gtsnyn3aQAQXCzV.jpg","laporjpik","qme","","0","0","0","https://x.com/undefined/status/1935184373659455941","1709733716",
"1935171169143152667","Wed Jun 18 03:02:15 +0000 2025","4","Dari keluhan publik menuju resolusi kebijakan #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/oFJjXYT9Bl","1935171169143152667","https://pbs.twimg.com/ext_tw_video_thumb/1935171138709323776/pu/img/R2d49y2wSKdxcsQD.jpg","","in","","0","0","0","https://x.com/undefined/status/1935171169143152667","1405435522349207552",
"1935170628811898999","Wed Jun 18 03:00:06 +0000 2025","1","Berbahagialah dia yang tak tahu sesuatu. Pengetahuan perbandingan membuat orang tahu tempatnya sendiri dan tempat orang lain gelisah dalam alam perbandingan. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935170628811898999","","","in","","0","0","0","https://x.com/undefined/status/1935170628811898999","1872885865955115011",
"1935170625813025225","Wed Jun 18 03:00:05 +0000 2025","1","Semua lelaki memang kucing berlagak kelinci. Sebagai kelinci dimakannya semua daun sebagai kucing dimakannya semua daging. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935170625813025225","","","in","","0","0","0","https://x.com/undefined/status/1935170625813025225","1891312552816287744",
"1934784146452156782","Wed Jun 18 02:57:04 +0000 2025","1","@NyaiNeneng Botak ya kyk #SaveRajaAmpat https://t.co/fDWZyL4Ofr","1935169864756511069","https://pbs.twimg.com/media/GtsauvUaQAEleQ0.jpg","NyaiNeneng","in","","1","0","0","https://x.com/undefined/status/1935169864756511069","1814417115132375041",
"1935167846360957288","Wed Jun 18 02:49:02 +0000 2025","0","Curiga banget.. Kenapa rentetan kegaduhan belakangan ini terus menerus muncul? Player nya dr pojok yg sama. Mau nutupin apa sih? Klo ada yg tau spil tipis tipis gaes.. #SaveTrenggalek #SaveRajaAmpat #SaveAceh #SaveIndonesia https://t.co/euPpaevFoV","1935167846360957288","https://pbs.twimg.com/media/GtsY5c_aQAA-a52.jpg","","in","","0","1","0","https://x.com/undefined/status/1935167846360957288","1735212687066615808",
"1934947093053067402","Wed Jun 18 02:23:11 +0000 2025","0","@riekediahp #saverajaampat","1935161338437018059","","riekediahp","qme","","0","0","0","https://x.com/undefined/status/1935161338437018059","1834487947686805505",
"1935155526821888375","Wed Jun 18 02:00:05 +0000 2025","0","Kita akan belajar Tanca. Kemudian kita akan tahu lebih banyak mengalahkan lebih gemilang. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935155526821888375","","","in","","0","0","0","https://x.com/undefined/status/1935155526821888375","1872885865955115011",
"1935155525278384565","Wed Jun 18 02:00:05 +0000 2025","0","Setiap kerusuhan di sesuatu negeri bukan hanya Tumampel adalah cerminan dari ketidakmampuan yang memerintah. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935155525278384565","","","in","","0","0","0","https://x.com/undefined/status/1935155525278384565","1887366975334326277",
"1935155523722305830","Wed Jun 18 02:00:04 +0000 2025","1","Lebih baik dan paling baik adalah memohon kepada ALlah sampai berapalah kekuasaan manusia apalagi orang kulit pulih pula. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935155523722305830","","","in","","0","0","0","https://x.com/undefined/status/1935155523722305830","1891312552816287744",
"1935155517825122737","Wed Jun 18 02:00:03 +0000 2025","1","Orang begitu tabah menghadapi kehilangan kebebasannya akan tabah juga kehilangan segala-galanya yang masih tersisa. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935155517825122737","","","in","","0","0","0","https://x.com/undefined/status/1935155517825122737","1897487771230724101",
"1935154399023857677","Wed Jun 18 01:55:36 +0000 2025","2","Bisa dilihat siapa saja yg ngebacot membela tuannya di tengah hebohnya kasus Raja Ampat. Salut kepada pihak-pihak yg menolak kepengelolaan tambang. Bentuk modern pembungkaman di era peralihan dinasti politik menuju rezim omon-omon. #SaveRajaAmpat https://t.co/lcJt0OJRIN","1935154399023857677","","","in","","0","0","1","https://x.com/undefined/status/1935154399023857677","1370742494778912776",
"1935150610791481751","Wed Jun 18 01:40:33 +0000 2025","1","#IndonesiaGelap Semakin Gelap Belakangan ini... Apalagi diperparah dengan Kasus Besar Warisan Rejim #Mulyono yang baru mulai terungkap : #AcehSingkil #SaveRajaAmpat #Korupsi #ProJudiOnline #BahlilPenipu ##FufuFafa https://t.co/yNJAS5vv8c","1935150610791481751","https://pbs.twimg.com/media/GtsJN5abwAAZR-c.jpg","","in","","0","0","0","https://x.com/undefined/status/1935150610791481751","235603132",
"1935150241441005976","Wed Jun 18 01:39:05 +0000 2025","0","#IndonesiaGelap Semakin Gelap Belakangan ini... Apalagi diperparah dengan Kasus Besar Warisan Rejim #Mulyono yang baru mulai terungkap : #AcehSingkil #SaveRajaAmpat #Korupsi #ProJudiOnline #BahlilPenipu ##FufuFafa https://t.co/kXdPqCWLke","1935150241441005976","https://pbs.twimg.com/media/GtsI4G_aQAM9WnC.jpg","","in","","0","0","0","https://x.com/undefined/status/1935150241441005976","235603132",
"1935140888931615078","Wed Jun 18 01:01:55 +0000 2025","5","#SaveRajaAmpat","1935140888931615078","","","qht","","0","0","0","https://x.com/undefined/status/1935140888931615078","1566193907355922432",
"1935135025063960911","Wed Jun 18 00:38:37 +0000 2025","2","#SaveRajaAmpat #SavePapua https://t.co/LE5pwUP90D","1935135025063960911","https://pbs.twimg.com/ext_tw_video_thumb/1935134991266271232/pu/img/9IgTe35VJFMxc3LH.jpg","","qme","","0","0","0","https://x.com/undefined/status/1935135025063960911","1330351724528234496",
"1935129682002985285","Wed Jun 18 00:17:23 +0000 2025","15","Gubernur ACEH Muzakir Manaf Mengapresiasi Atas Keputusan Presiden bahwa 4 Pulau yang Disengketakan Antara Aceh dan Sumatera Utara Masuk Wilayah Aceh. #saverajaampat #saveampatpulau https://t.co/fjlGeoqsJ9","1935129682002985285","https://pbs.twimg.com/ext_tw_video_thumb/1935129637413429248/pu/img/9Y-jmJaXsUcL0jUX.jpg","","in","","0","2","5","https://x.com/undefined/status/1935129682002985285","1322361095407902721",
"1935086605301334485","Tue Jun 17 21:26:13 +0000 2025","0","Mantap #SaveRajaAmpat","1935086605301334485","","","in","","0","0","0","https://x.com/undefined/status/1935086605301334485","1867715307235876864",
"1935026743099932733","Tue Jun 17 17:28:21 +0000 2025","0","Reeeduppppp info RAJA AMPAT #SaveRajaAmpat #MOQEELForSMA ️","1935026743099932733","","","in","","0","0","0","https://x.com/undefined/status/1935026743099932733","1841150420657586179",
"1935019634283151617","Tue Jun 17 17:00:06 +0000 2025","0","Berkhianat pada revolusi ini berarti berkhianat pada diri sendiri pada publik yang membayarnya. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935019634283151617","","","in","","0","0","0","https://x.com/undefined/status/1935019634283151617","1872885865955115011",
"1935019632764792836","Tue Jun 17 17:00:06 +0000 2025","1","Tak ada yang tahu apakah prajurit-prajurit itu Syiwa atau Wisynu boleh jadi bahkan Buddha. Tidak ada yang mengetahui hati manusia secara tepat. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935019632764792836","","","in","","0","0","0","https://x.com/undefined/status/1935019632764792836","1887366975334326277",
"1935015974819987470","Tue Jun 17 16:45:33 +0000 2025","0","#IndonesiaGelap Habis #SaveRajaAmpat Terbitlah #AcehSingkil Kembali ke Ibu Pertiwi - Aceh NAD... #IndonesiaGelap #FufuFafa #ProJudiOnline #BahlilPenipu https://t.co/C2Zgpq40tj","1935015974819987470","https://pbs.twimg.com/media/GtqOw6waYAA5Lpv.jpg","","in","","0","0","0","https://x.com/undefined/status/1935015974819987470","235603132",
"1935004536890163441","Tue Jun 17 16:00:06 +0000 2025","1","Dan dengan langkah berat pergilah aku meninggalkan rumahsakit itu; rumah tempat orang yang tak bebas mempergunakan tubuh dan hidupnya sendiri. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935004536890163441","","","in","","0","0","0","https://x.com/undefined/status/1935004536890163441","1872885865955115011",
"1935004531848511710","Tue Jun 17 16:00:05 +0000 2025","0","Yang tak berdarah mati. Yang kekurangan darah lemah. Hanya yang berlumuran darah saja perkasa. Ada adinda dengar? Perkasa! Dan hanya si lemah berkubang dalam air matanya sendiri. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935004531848511710","","","in","","0","0","0","https://x.com/undefined/status/1935004531848511710","1891685698157281282",
"1935004526765056415","Tue Jun 17 16:00:04 +0000 2025","1","Aku lebih mempercayai ilmu pengetahuan akal. Setidak-tidaknya padanya ada kepastian-kepastian yang bisa dipegang. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935004526765056415","","","in","","0","0","0","https://x.com/undefined/status/1935004526765056415","1897487771230724101",
"1935003077427478836","Tue Jun 17 15:54:18 +0000 2025","0","guys gua cocok ko dijadiin abang please ini honest review nya #SaveRajaAmpat","1935003077427478836","","","in","","0","1","0","https://x.com/undefined/status/1935003077427478836","725490730299334656",
"1935002219344257516","Tue Jun 17 15:50:54 +0000 2025","0","Pengelolaan Bumi oleh Manusia dan Warning Israf-Fasad dalam Alquran https://t.co/jsfgbtzJye #greenhalal #SDGs #SaveRajaAmpat","1935002219344257516","","","in","","0","0","1","https://x.com/undefined/status/1935002219344257516","50968320",
"1934995303985496289","Tue Jun 17 15:23:25 +0000 2025","0","Dengar Jerit dari Raja Ampat yg belum Terleraikan. Save Raja Ampat. Save Indonesia🇮🇩 Kita dari kehancuran Alam #SaveRajaAmpat #SaveRajaAmpat #SaveRajaAmpat","1934995303985496289","","","in","","0","0","1","https://x.com/undefined/status/1934995303985496289","621837007",
